EmployeeID,FullName,Gender,Age,MaritalStatus,Education,Department,JobRole,HireDate,TerminationDate,EmploymentStatus,TerminationReason,YearsAtCompany,AnnualSalary,OverTime,DistanceFromHome_km,PerformanceRating,JobSatisfaction,WorkLifeBalance,RecruitmentSource,AbsentDays_LastYear,HireYear,HireMonth
165,Charles Molefe,Male,25,Single,Bachelor's,Finance,Financial Analyst,2017-08-04,,Active,,8.9,53099,Yes,5,3,2,3,LinkedIn,10,2017,8
166,Kagiso Wilson,Male,33,Married,Diploma,Research & Development,Manufacturing Director,2019-10-28,,Active,,6.7,52687,Yes,2,3,3,2,Company Website,9,2019,10
167,Brian Molefe,Male,45,Divorced,Diploma,Finance,Financial Analyst,2017-09-29,,Active,,8.8,42084,No,19,3,4,2,LinkedIn,5,2017,9
168,Barbara Moore,Female,44,Married,Bachelor's,Research & Development,Manufacturing Director,2021-06-12,,Active,,5.1,67621,No,24,3,2,2,Job Portal,13,2021,6
169,Betty Khumalo,Female,39,Divorced,Diploma,Sales,Account Manager,2017-03-30,,Active,,9.3,50565,No,4,2,3,3,University Fair,9,2017,3
170,Thabo Mokoena,Male,22,Single,High School,Finance,Financial Analyst,2018-06-22,2023-01-25,Terminated,Dismissal - Misconduct,4.6,60948,No,10,3,3,3,Job Portal,6,2018,6
171,Mark Rodriguez,Male,42,Married,Bachelor's,IT,IT Support Specialist,2019-09-05,2021-03-09,Terminated,Resignation - Better Opportunity,1.5,38501,No,3,1,2,3,Employee Referral,10,2019,9
172,Thomas Harris,Male,35,Divorced,Bachelor's,Human Resources,HR Manager,2021-08-11,,Active,,4.9,49145,No,5,3,3,4,Job Portal,7,2021,8
173,Elizabeth Sanchez,Female,36,Single,High School,Marketing,Marketing Specialist,2020-11-21,,Active,,5.6,72715,No,1,3,3,4,Job Portal,8,2020,11
174,Naledi Ramirez,Female,35,Single,Diploma,Finance,Payroll Specialist,2019-03-31,,Active,,7.3,26192,No,1,4,4,4,Job Portal,6,2019,3
175,Nancy van der Merwe,Female,47,Single,Bachelor's,Human Resources,Recruiter,2016-12-26,,Active,,9.5,60965,Yes,13,3,3,3,Employee Referral,8,2016,12
176,Ryan Mahlangu,Male,33,Divorced,Master's,Research & Development,Research Scientist,2020-06-09,,Active,,6.1,22344,No,1,2,1,3,Job Portal,12,2020,6
177,Paul Perez,Male,21,Divorced,Bachelor's,IT,Software Engineer,2021-09-21,,Active,,4.8,51611,No,1,3,4,3,University Fair,4,2021,9
178,Margaret Thompson,Female,32,Married,Diploma,Research & Development,Laboratory Technician,2018-08-25,,Active,,7.9,60148,Yes,24,4,4,4,Employee Referral,12,2018,8
179,Taylor Botha,Non-Binary,30,Divorced,PhD,Sales,Sales Executive,2017-12-26,,Active,,8.5,59118,No,2,3,4,2,Recruitment Agency,4,2017,12
180,Cynthia Molefe,Female,24,Divorced,Master's,IT,Systems Administrator,2023-08-21,,Active,,2.9,56387,No,10,2,3,1,Company Website,7,2023,8
181,Brian Lee,Male,23,Married,Bachelor's,Sales,Sales Executive,2021-04-04,,Active,,5.2,25111,No,24,3,3,4,Job Portal,7,2021,4
182,Sanele Brown,Male,32,Single,Bachelor's,Research & Development,Research Scientist,2019-06-25,,Active,,7.0,60894,No,4,3,3,4,LinkedIn,11,2019,6
183,Melissa Jackson,Female,32,Divorced,Bachelor's,Sales,Sales Executive,2022-11-24,2026-05-23,Terminated,Dismissal - Misconduct,3.5,54458,Yes,22,3,3,4,University Fair,14,2022,11
184,Robert Lewis,Male,42,Single,Diploma,Marketing,Marketing Manager,2019-08-09,2025-02-06,Terminated,Dismissal - Misconduct,5.5,67287,No,6,3,3,1,Recruitment Agency,2,2019,8
185,Susan Perez,Female,29,Single,Bachelor's,Operations,Operations Analyst,2021-08-28,,Active,,4.8,49352,Yes,2,3,2,1,Employee Referral,9,2021,8
186,Jacob Lewis,Male,33,Married,Bachelor's,Human Resources,HR Manager,2020-01-30,,Active,,6.4,67124,No,9,4,2,3,Recruitment Agency,15,2020,1
187,Jamie Perez,Non-Binary,30,Married,Bachelor's,Finance,Financial Analyst,2024-11-06,,Active,,1.6,67615,No,1,3,4,2,LinkedIn,6,2024,11
188,George Miller,Male,32,Divorced,Diploma,Human Resources,HR Analyst,2019-03-09,,Active,,7.3,54593,No,3,4,4,3,University Fair,10,2019,3
189,Taylor Perez,Non-Binary,39,Divorced,Bachelor's,Sales,Sales Representative,2026-04-12,,Active,,0.2,56844,No,23,3,3,2,Company Website,5,2026,4
190,Edward Rodriguez,Male,35,Divorced,Bachelor's,Finance,Financial Analyst,2019-06-22,,Active,,7.0,57421,No,13,3,4,1,Job Portal,9,2019,6
191,Sarah Mokoena,Female,42,Married,Bachelor's,Sales,Account Manager,2021-09-13,,Active,,4.8,42959,No,2,3,3,4,Job Portal,5,2021,9
192,Lisa Wilson,Female,47,Single,Diploma,Research & Development,Manufacturing Director,2018-02-25,,Active,,8.3,28913,No,4,2,4,2,Employee Referral,7,2018,2
193,William Jackson,Male,32,Divorced,Master's,Marketing,Marketing Specialist,2021-09-10,,Active,,4.8,28949,Yes,2,3,3,4,University Fair,6,2021,9
194,Robert Perez,Male,30,Single,Bachelor's,Marketing,Marketing Manager,2022-09-12,,Active,,3.8,73562,No,2,2,3,2,Employee Referral,7,2022,9
195,Nancy Lewis,Female,51,Married,Bachelor's,Sales,Sales Manager,2023-08-02,,Active,,2.9,67426,Yes,1,4,2,3,University Fair,15,2023,8
196,Emily Lewis,Female,41,Married,PhD,Sales,Sales Representative,2019-06-21,,Active,,7.0,27552,No,1,2,4,3,Employee Referral,6,2019,6
197,Ronald Molefe,Male,33,Married,Diploma,Operations,Supply Chain Analyst,2024-08-17,,Active,,1.9,22166,No,14,2,4,4,University Fair,1,2024,8
198,Palesa Clark,Female,38,Married,Bachelor's,Operations,Operations Manager,2024-12-25,,Active,,1.5,40657,No,2,3,4,1,LinkedIn,6,2024,12
199,Sipho White,Male,28,Single,Master's,Human Resources,HR Business Partner,2023-12-23,,Active,,2.5,36641,Yes,1,3,4,3,Job Portal,13,2023,12
200,Barbara Hernandez,Female,37,Single,Bachelor's,Sales,Sales Representative,2025-04-26,,Active,,1.2,57457,Yes,3,4,4,4,Recruitment Agency,10,2025,4
201,Amanda Johnson,Female,29,Married,Bachelor's,Research & Development,Manufacturing Director,2021-08-18,,Active,,4.9,48981,No,1,3,3,3,LinkedIn,4,2021,8
202,Ronald Anderson,Male,37,Married,Bachelor's,Sales,Sales Executive,2025-05-30,,Active,,1.1,48353,Yes,2,3,2,3,Employee Referral,13,2025,5
203,Sarah Williams,Female,40,Divorced,Master's,Research & Development,Manufacturing Director,2023-10-22,,Active,,2.7,55368,No,24,3,3,3,Recruitment Agency,13,2023,10
204,Laura van der Merwe,Female,27,Single,Diploma,Sales,Sales Executive,2016-03-18,,Active,,10.3,61261,Yes,1,2,1,3,University Fair,17,2016,3
205,Palesa Ramirez,Female,29,Married,High School,Sales,Sales Manager,2018-08-31,2022-03-16,Terminated,Resignation - Better Opportunity,3.5,28922,Yes,5,3,2,1,Company Website,11,2018,8
206,Cynthia Jones,Female,37,Divorced,Bachelor's,Sales,Account Manager,2022-09-10,,Active,,3.8,54715,No,4,3,4,3,University Fair,7,2022,9
207,Naledi Thomas,Female,27,Married,High School,IT,IT Support Specialist,2020-10-24,,Active,,5.7,43438,Yes,3,4,2,3,Employee Referral,11,2020,10
208,Musa Clark,Male,35,Single,PhD,Sales,Sales Executive,2021-11-14,,Active,,4.6,37205,No,9,3,1,3,University Fair,13,2021,11
209,Tumelo Khumalo,Male,35,Single,Master's,IT,Software Engineer,2020-05-18,,Active,,6.1,68233,No,4,2,4,4,Company Website,6,2020,5
210,Jason White,Male,43,Married,Master's,Sales,Sales Executive,2020-01-02,,Active,,6.5,18000,Yes,8,2,3,4,Employee Referral,11,2020,1
211,Susan Mahlangu,Female,24,Divorced,Bachelor's,IT,IT Support Specialist,2017-06-30,2018-02-26,Terminated,Retirement,0.7,23496,No,4,3,4,3,Employee Referral,3,2017,6
212,Cynthia Nkosi,Female,41,Married,Bachelor's,Finance,Accountant,2016-09-15,,Active,,9.8,62865,Yes,11,3,4,4,LinkedIn,13,2016,9
213,Joshua Gonzalez,Male,52,Divorced,Master's,Sales,Sales Representative,2025-12-07,2026-02-15,Terminated,Retirement,0.2,61808,No,10,3,2,3,Recruitment Agency,8,2025,12
214,Zanele Nkosi,Female,36,Married,Master's,Sales,Sales Representative,2019-03-17,2023-05-17,Terminated,Resignation - Better Opportunity,4.2,61894,Yes,9,3,4,3,Job Portal,10,2019,3
215,Joseph White,Male,43,Married,Bachelor's,Research & Development,Manufacturing Director,2024-05-02,,Active,,2.2,28272,No,11,2,1,3,Job Portal,11,2024,5
216,Lisa Dlamini,Female,33,Married,Master's,IT,IT Support Specialist,2026-05-13,,Active,,0.1,52453,Yes,8,3,4,4,LinkedIn,10,2026,5
217,Ryan Garcia,Male,39,Single,Diploma,Research & Development,Laboratory Technician,2022-02-12,,Active,,4.4,53255,Yes,1,3,2,1,LinkedIn,11,2022,2
218,Brian Jackson,Male,45,Married,Bachelor's,Research & Development,Manufacturing Director,2017-11-13,,Active,,8.6,32196,Yes,11,3,4,1,Recruitment Agency,17,2017,11
219,Jennifer Thompson,Female,46,Single,Bachelor's,Finance,Payroll Specialist,2019-01-29,,Active,,7.4,59159,No,1,3,4,3,LinkedIn,8,2019,1
220,Edward White,Male,25,Divorced,Diploma,Human Resources,HR Manager,2016-05-07,,Active,,10.2,58762,No,8,4,2,1,Company Website,13,2016,5
221,Jacob Williams,Male,39,Married,Bachelor's,Sales,Sales Representative,2024-09-23,,Active,,1.8,53389,No,5,3,2,3,Recruitment Agency,11,2024,9
222,Naledi Williams,Female,28,Single,Bachelor's,Finance,Payroll Specialist,2020-02-28,,Active,,6.3,47804,No,17,3,2,4,University Fair,15,2020,2
223,Thomas Mokoena,Male,44,Single,Diploma,Research & Development,Research Director,2023-04-14,,Active,,3.2,38086,Yes,18,3,4,3,LinkedIn,8,2023,4
224,Lisa Dlamini,Female,34,Divorced,Master's,Human Resources,HR Business Partner,2018-12-08,,Active,,7.6,27850,Yes,1,2,4,4,Recruitment Agency,8,2018,12
225,Betty van der Merwe,Female,31,Single,Diploma,Research & Development,Manufacturing Director,2018-03-30,,Active,,8.3,54361,No,1,3,4,2,Recruitment Agency,5,2018,3
226,Matthew Lewis,Male,25,Single,Bachelor's,Operations,Logistics Coordinator,2023-06-28,,Active,,3.0,47670,Yes,5,2,3,3,University Fair,14,2023,6
227,Zanele Jackson,Female,51,Divorced,Bachelor's,Marketing,Marketing Manager,2023-12-25,,Active,,2.5,42181,No,12,4,3,3,Company Website,13,2023,12
228,Lisa White,Female,31,Single,Master's,Human Resources,HR Business Partner,2018-04-03,,Active,,8.2,56734,No,1,3,3,3,Recruitment Agency,8,2018,4
229,Patricia White,Female,39,Divorced,Master's,Human Resources,Recruiter,2021-03-29,,Active,,5.3,42784,No,28,3,2,3,Employee Referral,14,2021,3
230,Barbara Jones,Female,46,Married,Bachelor's,Research & Development,Manufacturing Director,2021-11-23,,Active,,4.6,51591,Yes,8,2,2,4,University Fair,9,2021,11
231,Elizabeth Rodriguez,Female,38,Divorced,Bachelor's,Operations,Operations Analyst,2021-01-17,,Active,,5.5,55028,No,1,3,3,2,Job Portal,7,2021,1
232,Thomas Ndlovu,Male,30,Married,PhD,Finance,Accountant,2024-08-10,,Active,,1.9,53385,No,7,4,4,3,University Fair,3,2024,8
233,Linda Davis,Female,57,Divorced,Diploma,Human Resources,Recruiter,2017-11-05,,Active,,8.7,55282,No,5,2,1,3,Employee Referral,11,2017,11
234,Amanda Mokoena,Female,35,Divorced,Diploma,Marketing,Marketing Specialist,2018-10-23,,Active,,7.7,44796,Yes,10,2,3,2,Job Portal,7,2018,10
235,Thomas Martin,Male,48,Divorced,Bachelor's,Finance,Financial Analyst,2021-08-20,2025-05-23,Terminated,Resignation - Personal Reasons,3.8,38815,No,2,3,3,4,Employee Referral,5,2021,8
236,Nancy van der Merwe,Female,34,Single,Master's,IT,IT Support Specialist,2025-06-13,,Active,,1.0,44837,No,21,3,3,3,LinkedIn,8,2025,6
237,David Williams,Male,43,Divorced,Diploma,Operations,Logistics Coordinator,2023-04-21,,Active,,3.2,69650,No,3,2,3,2,Recruitment Agency,7,2023,4
238,Patricia Dlamini,Female,26,Married,PhD,Marketing,Content Strategist,2023-03-14,,Active,,3.3,52115,No,5,2,3,3,Employee Referral,7,2023,3
239,Stephanie Martin,Female,27,Married,Bachelor's,Research & Development,Research Scientist,2017-10-09,,Active,,8.7,78170,No,18,4,3,3,Recruitment Agency,6,2017,10
240,Mark Perez,Male,20,Divorced,Bachelor's,Finance,Finance Manager,2025-08-29,,Active,,0.8,49690,No,7,3,2,2,Job Portal,9,2025,8
241,Edward Rodriguez,Male,53,Single,Diploma,IT,Software Engineer,2019-07-31,,Active,,6.9,62668,No,3,1,4,4,Job Portal,5,2019,7
242,Laura Thomas,Female,49,Single,Bachelor's,Sales,Sales Executive,2019-04-03,2023-09-22,Terminated,Dismissal - Misconduct,4.5,57631,No,6,2,2,3,Job Portal,10,2019,4
243,Naledi Lee,Female,37,Married,PhD,Sales,Sales Representative,2021-08-02,,Active,,4.9,44395,Yes,7,3,3,3,Recruitment Agency,10,2021,8
244,Donna Dlamini,Female,30,Married,Diploma,Sales,Account Manager,2021-09-01,2024-05-24,Terminated,Resignation - Personal Reasons,2.7,62735,Yes,5,3,4,2,LinkedIn,11,2021,9
245,Michael Jackson,Male,25,Single,Bachelor's,Human Resources,HR Analyst,2019-03-16,,Active,,7.3,46153,No,6,3,1,3,Recruitment Agency,7,2019,3
246,Thomas Taylor,Male,30,Single,High School,IT,Systems Administrator,2020-02-07,,Active,,6.4,53483,No,4,4,4,3,University Fair,5,2020,2
247,Bongani Gonzalez,Male,34,Married,Bachelor's,Research & Development,Research Director,2016-10-28,,Active,,9.7,42569,Yes,14,1,3,2,University Fair,15,2016,10
248,Kimberly van der Merwe,Female,51,Married,PhD,IT,Software Engineer,2017-06-11,,Active,,9.1,52556,Yes,17,4,4,3,Job Portal,14,2017,6
249,Carol Ndlovu,Female,35,Married,Bachelor's,Operations,Operations Manager,2018-03-26,,Active,,8.3,69924,No,6,3,1,2,University Fair,22,2018,3
250,Robert Williams,Male,47,Married,Bachelor's,Sales,Sales Manager,2025-01-06,,Active,,1.5,28517,No,4,3,2,4,Employee Referral,12,2025,1
251,Lerato Rodriguez,Female,24,Divorced,Bachelor's,Research & Development,Research Director,2017-10-27,,Active,,8.7,60545,No,4,2,2,3,Company Website,5,2017,10
252,Donna Mahlangu,Female,25,Married,Bachelor's,Research & Development,Manufacturing Director,2023-12-12,,Active,,2.6,52245,Yes,14,4,2,2,LinkedIn,11,2023,12
253,Melissa Perez,Female,20,Divorced,Master's,Finance,Payroll Specialist,2022-07-18,2024-06-07,Terminated,Restructuring/Layoff,1.9,66294,No,1,3,3,1,LinkedIn,10,2022,7
254,Thandiwe Taylor,Female,39,Married,High School,Operations,Operations Manager,2024-02-02,,Active,,2.4,53970,Yes,13,4,1,3,Employee Referral,12,2024,2
255,Palesa van der Merwe,Female,42,Divorced,High School,IT,Systems Administrator,2017-08-28,2025-06-15,Terminated,Resignation - Personal Reasons,7.8,39614,No,4,3,3,3,LinkedIn,7,2017,8
256,Margaret Johnson,Female,32,Divorced,Diploma,Research & Development,Manufacturing Director,2017-09-12,2022-06-29,Terminated,Restructuring/Layoff,4.8,51210,No,9,2,3,2,University Fair,11,2017,9
257,Sipho Brown,Male,48,Divorced,Bachelor's,IT,Data Analyst,2022-04-16,,Active,,4.2,31234,Yes,39,2,4,4,Recruitment Agency,12,2022,4
258,Kagiso Harris,Male,44,Married,Master's,Research & Development,Laboratory Technician,2021-02-25,,Active,,5.3,57382,No,1,4,1,4,University Fair,9,2021,2
259,Amanda Taylor,Female,44,Married,Diploma,Finance,Accountant,2018-10-06,,Active,,7.7,57928,No,7,3,4,3,Employee Referral,8,2018,10
260,Donna Jackson,Female,38,Divorced,Bachelor's,IT,Systems Administrator,2019-07-22,,Active,,6.9,35701,Yes,10,3,3,4,Company Website,9,2019,7
261,Kimberly Jackson,Female,34,Single,PhD,Sales,Account Manager,2026-01-17,2026-05-07,Terminated,Retirement,0.3,40414,No,4,3,2,2,Job Portal,11,2026,1
262,Robert Jackson,Male,20,Divorced,Master's,Operations,Operations Analyst,2019-11-19,,Active,,6.6,66160,No,1,3,2,3,Job Portal,13,2019,11
263,Sipho Wilson,Male,34,Divorced,Diploma,Sales,Sales Manager,2022-04-21,2026-05-15,Terminated,Retirement,4.1,52068,Yes,1,3,3,3,Company Website,9,2022,4
264,Sanele Thomas,Male,28,Married,Diploma,Sales,Sales Representative,2023-02-26,2024-08-15,Terminated,Resignation - Better Opportunity,1.5,40529,No,20,3,2,3,Company Website,6,2023,2
265,Sipho Miller,Male,24,Married,Bachelor's,IT,Data Analyst,2016-01-22,2022-05-24,Terminated,Resignation - Personal Reasons,6.3,38672,No,15,4,3,3,Recruitment Agency,6,2016,1
266,Margaret Jackson,Female,35,Divorced,Master's,Research & Development,Research Scientist,2026-03-07,,Active,,0.3,49361,No,43,3,4,3,University Fair,7,2026,3
267,Paul Zulu,Male,45,Married,Master's,IT,Software Engineer,2026-03-29,,Active,,0.3,61160,No,5,3,3,2,Employee Referral,6,2026,3
268,Robert Sanchez,Male,35,Married,PhD,IT,Data Analyst,2024-05-25,,Active,,2.1,31945,No,1,2,2,3,LinkedIn,11,2024,5
269,James Martin,Male,53,Married,PhD,Finance,Financial Analyst,2026-05-30,,Active,,0.1,44787,No,7,4,4,3,Recruitment Agency,9,2026,5
270,Zanele Mokoena,Female,26,Married,Bachelor's,Human Resources,HR Manager,2025-07-17,,Active,,1.0,64250,No,11,3,3,4,Employee Referral,6,2025,7
271,Joseph Perez,Male,40,Single,Diploma,Sales,Account Manager,2023-04-09,,Active,,3.2,32864,No,3,3,2,4,LinkedIn,9,2023,4
272,George Jackson,Male,53,Married,Master's,Finance,Accountant,2017-12-19,2024-12-24,Terminated,Restructuring/Layoff,7.0,38910,No,22,3,4,2,University Fair,7,2017,12
273,Brian Garcia,Male,55,Married,PhD,Research & Development,Research Scientist,2018-01-26,,Active,,8.4,69578,No,3,4,3,1,Job Portal,8,2018,1
274,Steven Smith,Male,40,Married,Master's,Sales,Sales Representative,2021-01-03,,Active,,5.5,71736,Yes,5,3,4,4,Job Portal,7,2021,1
275,Boitumelo Molefe,Female,59,Divorced,Diploma,Sales,Sales Manager,2023-10-08,,Active,,2.7,55136,No,5,4,4,1,LinkedIn,6,2023,10
276,Cynthia Martin,Female,37,Married,Diploma,Sales,Sales Manager,2023-09-28,,Active,,2.8,38396,No,1,3,1,4,Job Portal,16,2023,9
277,Sandra Anderson,Female,38,Divorced,Bachelor's,Operations,Supply Chain Analyst,2017-09-19,,Active,,8.8,72807,No,12,3,3,4,Job Portal,7,2017,9
278,Jeffrey Ndlovu,Male,22,Divorced,Diploma,Marketing,Marketing Manager,2024-07-17,,Active,,2.0,48584,Yes,4,2,2,2,LinkedIn,11,2024,7
279,Palesa Lewis,Female,20,Single,Master's,Human Resources,Recruiter,2016-11-15,,Active,,9.6,83474,No,1,3,1,1,LinkedIn,13,2016,11
280,Bongani Khumalo,Male,40,Divorced,Bachelor's,Sales,Sales Representative,2017-11-04,2021-09-07,Terminated,Dismissal - Misconduct,3.8,49072,Yes,1,2,3,3,Employee Referral,14,2017,11
281,Boitumelo Dlamini,Female,35,Married,Diploma,Sales,Account Manager,2025-01-25,2025-04-23,Terminated,Dismissal - Performance,0.2,43946,No,2,3,4,3,Recruitment Agency,5,2025,1
282,Musa Brown,Male,25,Married,High School,Human Resources,Recruiter,2024-02-10,,Active,,2.4,73472,No,1,3,2,2,LinkedIn,18,2024,2
283,Mark Mahlangu,Male,27,Divorced,Bachelor's,Sales,Account Manager,2019-11-12,,Active,,6.6,26316,Yes,1,3,4,3,LinkedIn,10,2019,11
284,Elizabeth Nkosi,Female,38,Divorced,PhD,Sales,Account Manager,2018-01-07,2019-09-13,Terminated,Restructuring/Layoff,1.7,45444,No,3,3,3,3,Recruitment Agency,9,2018,1
285,Riley Harris,Non-Binary,39,Divorced,High School,Research & Development,Manufacturing Director,2020-03-18,,Active,,6.3,37614,Yes,1,4,4,4,University Fair,10,2020,3
286,Thomas Thompson,Male,23,Single,Diploma,Sales,Account Manager,2021-12-06,,Active,,4.6,53760,Yes,3,3,3,2,LinkedIn,13,2021,12
287,John Martin,Male,42,Single,Bachelor's,Human Resources,HR Analyst,2021-12-18,,Active,,4.5,70598,Yes,2,3,3,3,Employee Referral,8,2021,12
288,Gary Thompson,Male,44,Divorced,High School,Sales,Sales Representative,2025-10-24,2026-06-26,Terminated,Resignation - Better Opportunity,0.7,31936,No,22,2,3,2,Recruitment Agency,8,2025,10
289,John Thomas,Male,47,Divorced,High School,Sales,Sales Executive,2022-08-29,,Active,,3.8,53915,No,19,3,2,2,Company Website,7,2022,8
290,Linda Thomas,Female,55,Single,Diploma,IT,Systems Administrator,2020-12-02,,Active,,5.6,69450,No,1,2,2,3,LinkedIn,7,2020,12
291,Sarah Khumalo,Female,48,Divorced,Master's,Operations,Operations Manager,2025-02-23,,Active,,1.3,63778,No,1,2,4,3,Job Portal,9,2025,2
292,Musa Botha,Male,28,Divorced,PhD,IT,IT Support Specialist,2018-08-28,2022-03-16,Terminated,Resignation - Personal Reasons,3.6,37093,No,5,3,2,4,Employee Referral,13,2018,8
293,Rebecca Martin,Female,41,Divorced,Bachelor's,Sales,Sales Representative,2023-01-08,,Active,,3.5,50613,No,11,3,4,3,Recruitment Agency,7,2023,1
294,Michael Thompson,Male,28,Divorced,Bachelor's,Operations,Supply Chain Analyst,2024-10-23,,Active,,1.7,57820,Yes,1,3,4,3,Recruitment Agency,9,2024,10
295,Rebecca Martinez,Female,44,Single,Bachelor's,Research & Development,Laboratory Technician,2024-06-17,,Active,,2.0,37795,No,15,4,4,2,Employee Referral,8,2024,6
296,Kevin Martinez,Male,34,Married,Bachelor's,IT,Software Engineer,2022-04-22,,Active,,4.2,53469,No,13,4,3,4,University Fair,7,2022,4
297,Kagiso Rodriguez,Male,46,Single,Bachelor's,Research & Development,Research Director,2018-04-12,,Active,,8.2,50304,Yes,14,3,2,3,Recruitment Agency,12,2018,4
298,Ronald Garcia,Male,39,Divorced,Diploma,Human Resources,HR Manager,2016-07-30,,Active,,9.9,58587,Yes,14,3,4,3,University Fair,9,2016,7
299,Jennifer Jones,Female,34,Married,Diploma,Sales,Sales Representative,2021-05-17,,Active,,5.1,53694,No,1,1,3,4,Job Portal,10,2021,5
300,Mary Wilson,Female,44,Married,PhD,Operations,Operations Analyst,2024-05-17,,Active,,2.1,72227,No,12,2,4,3,Employee Referral,10,2024,5
301,Betty Sanchez,Female,32,Married,Diploma,Marketing,Content Strategist,2024-09-11,,Active,,1.8,26219,Yes,19,4,4,2,University Fair,6,2024,9
302,Amanda Martin,Female,48,Divorced,High School,Sales,Account Manager,2021-03-23,,Active,,5.3,27128,Yes,1,4,2,1,Recruitment Agency,9,2021,3
303,Michelle Wilson,Female,30,Single,Bachelor's,Research & Development,Manufacturing Director,2016-07-06,,Active,,10.0,69398,No,5,4,4,1,Company Website,11,2016,7
304,Karen Johnson,Female,41,Married,Diploma,Sales,Account Manager,2019-04-24,,Active,,7.2,42466,No,1,3,2,2,Employee Referral,4,2019,4
305,Jason Molefe,Male,30,Divorced,Bachelor's,Marketing,Brand Manager,2022-03-05,,Active,,4.3,23472,No,18,3,3,2,Job Portal,7,2022,3
306,Andrew Dlamini,Male,37,Single,Master's,Operations,Supply Chain Analyst,2021-03-02,2022-04-10,Terminated,Restructuring/Layoff,1.1,65429,No,2,4,2,4,Employee Referral,15,2021,3
307,Zanele Dlamini,Female,28,Single,High School,Sales,Sales Executive,2021-11-16,,Active,,4.6,26738,No,1,3,2,3,Company Website,10,2021,11
308,Michael Smith,Male,27,Single,Bachelor's,Research & Development,Laboratory Technician,2016-10-05,,Active,,9.7,59062,Yes,3,3,1,2,Employee Referral,12,2016,10
309,Lerato Robinson,Female,41,Divorced,High School,Research & Development,Manufacturing Director,2023-05-24,2026-04-17,Terminated,Resignation - Better Opportunity,2.9,45307,No,1,4,3,4,Recruitment Agency,9,2023,5
310,Mary Johnson,Female,45,Single,PhD,Human Resources,Recruiter,2022-01-03,,Active,,4.5,27255,Yes,7,4,3,2,University Fair,7,2022,1
311,Sharon Lopez,Female,46,Single,Diploma,Sales,Sales Executive,2021-11-17,,Active,,4.6,73788,No,13,2,3,4,University Fair,5,2021,11
312,Kagiso Taylor,Male,32,Married,Bachelor's,IT,IT Support Specialist,2024-11-30,,Active,,1.6,44010,Yes,3,2,2,2,Recruitment Agency,7,2024,11
313,Cynthia Molefe,Female,26,Single,Bachelor's,Sales,Sales Representative,2019-05-13,,Active,,7.1,49998,No,1,4,2,3,Company Website,11,2019,5
314,Jennifer Garcia,Female,26,Divorced,Bachelor's,Research & Development,Manufacturing Director,2022-03-13,,Active,,4.3,26286,No,24,3,3,4,LinkedIn,7,2022,3
315,Daniel Garcia,Male,30,Divorced,Master's,Human Resources,HR Analyst,2023-03-26,,Active,,3.3,18000,No,6,3,4,3,LinkedIn,10,2023,3
316,Palesa Williams,Female,31,Single,High School,Sales,Account Manager,2019-01-15,,Active,,7.5,80099,No,8,2,4,3,Company Website,9,2019,1
317,Kenneth Zulu,Male,52,Married,Master's,Finance,Financial Analyst,2018-01-04,,Active,,8.5,55163,No,1,2,1,1,LinkedIn,13,2018,1
318,Mark Mahlangu,Male,49,Divorced,Diploma,Sales,Account Manager,2016-11-11,,Active,,9.6,62555,No,6,3,3,1,Employee Referral,10,2016,11
319,Musa Harris,Male,33,Single,Master's,Finance,Finance Manager,2020-04-21,,Active,,6.2,55349,Yes,9,3,3,2,Company Website,7,2020,4
320,Barbara Khumalo,Female,46,Single,High School,IT,IT Support Specialist,2016-08-07,,Active,,9.9,55716,No,24,3,4,3,LinkedIn,4,2016,8
321,George Botha,Male,54,Divorced,Bachelor's,IT,Systems Administrator,2024-09-03,,Active,,1.8,65799,No,7,4,4,4,Job Portal,9,2024,9
322,Laura Dlamini,Female,31,Married,Bachelor's,Sales,Account Manager,2020-11-03,2022-01-17,Terminated,Restructuring/Layoff,1.2,53563,No,8,3,2,3,LinkedIn,9,2020,11
323,Joshua Thomas,Male,20,Divorced,Diploma,IT,Software Engineer,2019-01-02,,Active,,7.5,51426,Yes,5,3,4,1,Company Website,10,2019,1
324,Karen Harris,Female,31,Married,High School,Research & Development,Research Scientist,2017-01-09,,Active,,9.5,62099,No,11,2,3,2,Recruitment Agency,4,2017,1
325,Melissa Moore,Female,31,Divorced,Bachelor's,Sales,Sales Executive,2018-02-06,,Active,,8.4,62162,Yes,4,3,3,3,University Fair,9,2018,2
326,Lerato Clark,Female,37,Divorced,Bachelor's,Sales,Sales Executive,2019-12-20,,Active,,6.5,45300,No,16,3,4,2,University Fair,7,2019,12
327,Brian Harris,Male,37,Divorced,Master's,Sales,Account Manager,2020-05-07,,Active,,6.2,61448,Yes,3,4,3,3,University Fair,6,2020,5
328,Steven Molefe,Male,48,Married,Bachelor's,Human Resources,HR Analyst,2017-11-25,2019-08-15,Terminated,Retirement,1.7,21866,No,21,3,2,3,Employee Referral,13,2017,11
329,William Hernandez,Male,42,Single,Bachelor's,Research & Development,Manufacturing Director,2019-05-12,,Active,,7.1,54869,Yes,2,2,4,4,Job Portal,7,2019,5
330,Dorothy Thomas,Female,25,Married,Bachelor's,IT,Systems Administrator,2022-08-29,,Active,,3.8,46468,Yes,1,2,4,3,LinkedIn,4,2022,8
